state_clean,year,month,total_enrolment,total_demo_updates,total_identity_activity,update_to_enrolment_ratio,lifecycle_dominance_index,governance_phase,age_0_5,age_5_17,age_18_greater,child_share,adult_share,saturation_index,future_update_pressure_enrol,mom_growth,enrolment_volatility,enrolment_lifecycle_index,rolling_enrolment_trend,age_shift_momentum_enrol,coverage_inequality_index,z_score,demo_age_5_17,demo_age_17_,youth_update_share,adult_update_share,update_saturation_index,future_update_pressure_demo,mom_update_growth,rolling_update_momentum,demographic_update_volatility,update_lifecycle_index,governance_load_index,age_shift_momentum_demo,update_zscore,is_anomaly,norm_saturation,norm_lifecycle,norm_volatility,governance_risk_score,policy_action,governance_quadrant
Jharkhand,2025,3,55,405756,405811,7377.381818181818,7377.381818181818,Fully Saturated – Maintenance Phase,12,25,18,0.6727272727272727,0.3272727272727272,1.0,0.6727272727272727,,,0.0035659522875583,,,13.228228245962724,-0.591885452741701,16716,389040,0.0411971726850619,0.958802827314938,1.0,0.0,,405756.0,,0.917605654629876,,372324,1.8216137322121064,False,1.0,0.9473032202461836,,,Stable,Maintenance Mode
Jharkhand,2025,4,3706,3063,6769,0.8264975715056665,0.8264975715056665,Coverage Expansion Phase,2026,1496,184,0.9503507825148408,0.0496492174851592,0.1517059423157642,0.9503507825148408,6638.181818181818,,0.2133865848874942,,-0.277623509787568,13.228228245962724,-0.4820747767392682,303,2760,0.098922624877571,0.901077375122429,0.0075488717357229,202866.4389029368,-0.9924511282642772,204409.5,284746.9510363544,0.8021547502448579,0.3314615349641209,2457,-1.068408010054875,False,0.0036805748015982,0.7246727437956629,0.2660312862951017,1.9870234552891664,Capacity Expansion,Expansion Phase
Jharkhand,2025,9,45250,182791,228041,4.039580110497238,4.039580110497238,Coverage Expansion Phase,27483,17619,148,0.9967292817679558,0.0032707182320441,0.0099938612645794,0.9967292817679558,302.8309445384136,22276.662100353664,2.513140534179653,19935.666666666668,-0.026285054936299,13.228228245962724,0.7674389794494659,15228,167563,0.0833082591593678,0.9166917408406322,0.4504948786955707,34367.33246499539,102.09701071630006,62542.333333333336,191517.7629209625,0.8333834816812644,0.4707238740400216,152335,0.2214525728064114,False,0.4483530614156153,0.7848928641634229,0.1789256965410266,1.515465499288834,Capacity Expansion,Expansion Phase
Jharkhand,2025,10,24951,91915,116866,3.683820287764018,3.6838202877640174,Coverage Expansion Phase,15742,8978,231,0.9907418540339064,0.0092581459660935,0.0282887793408413,0.9907418540339064,-44.8596685082873,17114.268968709515,1.28060478550797,27144.666666666668,0.0059874277340493,13.228228245962724,0.1569084639267643,7700,84215,0.0837730511885981,0.916226948811402,0.2265277654551011,71282.9433115797,-0.4971579563545251,92159.66666666669,167768.2212005599,0.8324538976228036,0.3877831281343777,76515,-0.4307405764419097,False,0.2235129870057547,0.7831002949069209,0.1567361024904575,1.7163234103916236,Capacity Expansion,Expansion Phase
Jharkhand,2025,11,41308,184892,226200,4.475936864529873,4.475936864529873,Coverage Expansion Phase,26870,14200,238,0.9942384041832092,0.0057615958167909,0.0176048761068611,0.9942384041832092,65.55649072181475,10763.675131354228,2.025460899333167,37169.66666666666,-0.0034965501493026,13.228228245962724,0.6488759323934292,15866,169026,0.085812257966813,0.914187742033187,0.4556728674375733,83390.55382380873,1.0115541532938042,153199.33333333334,151321.72321734467,0.8283754840663738,0.4567189191248059,153160,0.2365308971887645,False,0.4535512325095798,0.7752356605147795,0.1413698643500585,1.4630542923552583,Routine Monitoring,Expansion Phase
Jharkhand,2025,12,23411,193348,216759,8.258852676092435,8.258852676092435,Coverage Expansion Phase,16336,6930,145,0.9938063303575242,0.0061936696424757,0.0189251016853426,0.9938063303575242,-43.32574803912075,9918.212691810966,0.9884819741111864,29890.0,0.0004320738256848,13.228228245962724,0.1105900741585511,20489,172859,0.1059695471378033,0.8940304528621966,0.476512978243082,82040.0135713746,0.0457348073469918,156718.33333333334,90916.53672609109,0.7880609057243934,0.4189665502529991,152370,0.2972173850408245,False,0.4744725722385487,0.6974947902116305,0.0849322883088181,1.3079545062819,Routine Monitoring,Expansion Phase
Karnataka,2025,3,732,296416,297148,404.9398907103825,404.9398907103825,Fully Saturated – Maintenance Phase,309,192,231,0.6844262295081968,0.3155737704918033,1.0,0.6844262295081968,,,0.0518063258881726,,,13.228228245962724,-0.571523407369571,64885,231531,0.2188984400302278,0.7811015599697723,1.0,0.0,,296416.0,,0.5622031199395444,,166646,1.6622184893098355,False,1.0,0.2619605107082668,,,Stable,Maintenance Mode
Karnataka,2025,4,9586,41119,50705,4.289484665136658,4.289484665136658,Coverage Expansion Phase,7326,1165,1095,0.8857709159190487,0.1142290840809513,0.361972682022755,0.8857709159190487,1209.5628415300548,,0.3143456753110478,,-0.2013446864108519,13.228228245962724,-0.3052227430788177,6520,34599,0.1585641674165227,0.8414358325834772,0.1387205818849184,145355.97419673702,-0.8612794181150816,168767.5,180522.239916582,0.6828716651669544,0.2662228029087917,28079,-1.036273121071405,False,0.1353635555914967,0.4946524576416481,0.1686523954932302,1.5279412975433817,Capacity Expansion,Update Infra Gap
Karnataka,2025,5,5491,66094,71585,12.03678747040612,12.03678747040612,Lifecycle Transition Phase,2835,1758,898,0.8364596612638864,0.1635403387361136,0.5182317227482043,0.8364596612638864,-42.7185478823284,4431.147744471327,0.4743516714135811,5269.666666666667,0.0493112546551622,13.228228245962724,-0.4283875522352028,12433,53661,0.1881108723938633,0.8118891276061367,0.2229771672244413,104542.98299012198,0.6073834480410516,134543.0,140741.2119920814,0.6237782552122735,0.244044058253497,41228,-0.7722871440749205,False,0.2199485495362057,0.3806993094755452,0.13148431574874,1.2922350756880796,Routine Monitoring,Update Infra Gap
Karnataka,2025,6,11685,52759,64444,4.515104835258879,4.515104835258879,Lifecycle Transition Phase,5863,3662,2160,0.8151476251604621,0.1848523748395378,0.5857659670239901,0.8151476251604621,112.80276816608996,3150.1444940404454,0.9880977364712936,8920.666666666666,0.0213120361034242,13.228228245962724,-0.2420913793622725,9940,42819,0.1884038742205121,0.8115961257794878,0.1779897171542696,43832.87632246572,-0.2017581020970134,53324.0,121973.55519127908,0.6231922515589757,0.2227681389070328,32879,-0.9132382152760464,False,0.1747857509675293,0.3795692856508693,0.1139493801026999,1.31873291478604,Routine Monitoring,Update Infra Gap
Karnataka,2025,7,15263,51296,66559,3.360807180763939,3.360807180763939,Lifecycle Transition Phase,8654,4460,2149,0.8592019917447422,0.1407980082552578,0.4461651170686092,0.8592019917447422,30.620453572956773,4944.014967614884,1.2034177784440114,10813.0,-0.04405436658428,13.228228245962724,-0.1344763153423589,7712,43584,0.1503431066749844,0.8496568933250156,0.1730540861491957,46901.340098600165,-0.0277298659944275,56716.333333333336,109302.1236971176,0.6993137866500312,0.2660999526094813,35872,-0.9287021385731776,False,0.1698308822531705,0.5263587258526553,0.1021102497226181,1.458638093322103,Routine Monitoring,Update Infra Gap
Karnataka,2025,9,58182,175830,234012,3.022068681035372,3.0220686810353716,Coverage Expansion Phase,49108,8049,1025,0.9823828675535388,0.0176171324464611,0.0558257184017728,0.9823828675535388,281.1963572036952,25874.09790375953,2.17181831809324,28376.666666666668,-0.1231808758087967,13.228228245962724,1.1563931459965655,19909,155921,0.1132286867997497,0.8867713132002503,0.5931866026125445,37953.655909262656,2.427752651278852,93295.0,102359.54599743006,0.7735426264005005,0.4522410053781593,136012,0.387623373309913,False,0.591600957765098,0.6694983751091478,0.0956236832602321,1.1735211006042818,Routine Monitoring,Transition Risk
Karnataka,2025,10,34887,127563,162450,3.656462292544501,3.656462292544501,Coverage Expansion Phase,29482,4649,756,0.9783300369765242,0.0216699630234757,0.068668454256209,0.9783300369765242,-40.03815613076209,21485.650102646032,1.254414630490181,36110.66666666666,0.0040528305770146,13.228228245962724,0.4557523085611583,16979,110584,0.1331028589794846,0.8668971410205154,0.4303512630897118,67349.38028199108,-0.274509469373827,118229.66666666669,53882.27490155429,0.7337942820410307,0.3571036317880054,93605,-0.1225592553863558,False,0.428130931629792,0.5928494056618675,0.0503305580723566,1.215049032104432,Routine Monitoring,Expansion Phase
Karnataka,2025,11,44775,189278,234053,4.227314349525405,4.227314349525405,Coverage Expansion Phase,37777,5643,1355,0.9697375767727526,0.0302624232272473,0.0958965099668617,0.9697375767727526,28.34293576403819,11691.715143639109,1.5226202968070752,45948.0,0.0085924602037715,13.228228245962724,0.7531524631248547,25149,164129,0.1328680565094728,0.8671319434905271,0.6385552736694375,59357.77825533485,0.483800161488833,164223.66666666666,62571.80241290801,0.7342638869810543,0.4297835878241383,138980,0.52976885553809,False,0.6371464632132842,0.5937549712968694,0.0584493289622617,1.015057837045847,Routine Monitoring,Transition Risk
Karnataka,2025,12,38486,252067,290553,6.549576469365483,6.549576469365483,Coverage Expansion Phase,34340,3777,369,0.990412097905732,0.009587902094268,0.0303824430000182,0.990412097905732,-14.045784477945276,5004.612305996679,1.019127567081397,39382.66666666666,-0.0206745211329793,13.228228245962724,0.5639989869870021,31865,220202,0.126414802413644,0.873585197586356,0.8503825704415416,28372.85087174781,0.3317289912192647,189636.0,79865.27054671511,0.747170395172712,0.5143498754803314,188337,1.1934491562240666,False,0.8497994035453895,0.6186433174153098,0.0746069054802951,0.8434508193502154,Routine Monitoring,Transition Risk
Kerala,2025,9,19499,97052,116551,4.977280886199292,4.977280886199292,Coverage Expansion Phase,13659,5661,179,0.9908200420534388,0.0091799579465613,0.0435130006667008,0.9908200420534388,4013.713080168776,11068.164090459326,2.1583333333333337,6719.666666666667,-0.2017905061884597,13.228228245962724,-0.0070706666032996,9755,87297,0.1005131269834727,0.8994868730165272,0.5704310618439149,37316.65365761912,0.2655435009388691,86870.0,14399.522492082851,0.7989737460330545,0.4335788395805371,77542,-0.4457458610739482,False,0.56875672226271,0.7185386343485581,0.0134411621303432,1.1632230742161913,Routine Monitoring,Transition Risk
Kerala,2025,10,16603,87746,104349,5.284948503282539,5.284948503282539,Coverage Expansion Phase,11793,4281,529,0.9681382882611576,0.0318617117388423,0.1510245136421128,0.9681382882611576,-14.852043694548431,10250.87054839734,1.6321895424836603,12192.0,0.022681753792281,13.228228245962724,-0.0941733008687188,8507,79239,0.0969502883322316,0.9030497116677684,0.5157342862852508,42209.56813880497,-0.0958867411284671,87162.0,10194.553251614316,0.8060994233355366,0.4185462073100531,70732,-0.6800468169575331,False,0.5138467539702434,0.7322794789208432,0.0095123890390726,1.2279451139896724,Routine Monitoring,Transition Risk
Kerala,2025,11,22685,142157,164842,6.266563808684152,6.266563808684152,Coverage Expansion Phase,16206,5068,1411,0.9378003085739476,0.0621996914260524,0.2948265373594886,0.9378003085739476,36.631933987833534,3042.1520891193672,1.932244008714597,19595.666666666668,0.03033797968721,13.228228245962724,0.0887542618392506,10726,131431,0.0754517892189621,0.924548210781038,0.8355393856751578,17923.740052192923,0.620096642581998,108985.0,28729.74852396032,0.8490964215620758,0.5589738355466276,120705,0.6898811123979081,False,0.8348983641960553,0.8151930104527695,0.026830131991058,1.007124778247772,Routine Monitoring,Maintenance Mode
Kerala,2025,12,14123,170138,184261,12.04687389364866,12.046873893648659,Coverage Expansion Phase,10848,2906,369,0.9738724067124548,0.0261275932875451,0.1238447921829639,0.9738724067124548,-37.74300198368966,4405.469479332859,1.1079520697167755,17803.666666666668,-0.0360720981385073,13.228228245962724,-0.1687639545214258,10918,159220,0.0641714373038357,0.9358285626961644,1.0,0.0,0.1968316720245926,133347.0,39718.14781935331,0.8716571253923285,0.6319316208644316,148302,1.394370156732594,False,1.0,0.8586980853548941,0.0370967772384003,0.8957948625932944,Routine Monitoring,Transition Risk
Ladakh,2025,9,175,395,570,2.257142857142857,2.257142857142857,Lifecycle Transition Phase,124,46,5,0.9714285714285714,0.0285714285714285,0.6342857142857143,0.9714285714285714,,,1.3834586466165413,,,13.228228245962724,-0.5882762275649571,48,347,0.1215189873417721,0.8784810126582279,0.2041343669250646,927.1834625322996,-0.7958656330749354,1165.0,1088.9444430272831,0.7569620253164557,0.2798540801983912,299,-0.7150661628251256,False,0.2010323052711237,0.6375250688900244,0.0010048664340256,1.4374976300529263,Routine Monitoring,Update Infra Gap
Ladakh,2025,10,111,251,362,2.2612612612612613,2.2612612612612613,Coverage Complete – Update Gap,66,40,5,0.954954954954955,0.045045045045045,1.0,0.954954954954955,-36.57142857142858,,1.2030075187969924,,0.0164736164736164,13.228228245962724,-0.5902011476592206,60,191,0.2390438247011952,0.7609561752988048,0.1297157622739018,748.7345391903532,-0.3645569620253165,860.3333333333334,933.4695138746274,0.5219123505976095,0.1038162646530865,131,-0.9209228750338784,False,0.1263236377120599,0.1842655526398656,0.0008596036073339,1.0588015185351396,Routine Monitoring,Update Infra Gap
Ladakh,2025,11,173,627,800,3.624277456647399,3.6242774566473988,Coverage Complete – Update Gap,135,32,6,0.9653179190751444,0.0346820809248554,0.7699421965317919,0.9653179190751444,55.85585585585586,36.38681079732051,0.962406015037594,153.0,-0.0103629641201895,13.228228245962724,-0.5883363813179029,120,507,0.1913875598086124,0.8086124401913876,0.324031007751938,286.8361757105943,1.49800796812749,424.3333333333333,771.05209508394,0.6172248803827751,0.2300553973130451,387,-0.3834081264888019,False,0.3213962696718376,0.3680620679708403,0.0007078542964573,1.04737365259546,Routine Monitoring,Update Infra Gap
Ladakh,2025,12,158,1268,1426,8.025316455696203,8.025316455696203,Coverage Expansion Phase,141,15,2,0.9873417721518988,0.0126582278481012,0.2810126582278481,0.9873417721518988,-8.670520231213874,32.34707611722168,0.4511278195488721,147.33333333333334,-0.0220238530767542,13.228228245962724,-0.5887875344649959,271,997,0.2137223974763407,0.7862776025236593,0.655297157622739,246.5774332472008,1.0223285486443383,715.3333333333334,699.5156896024563,0.5725552050473186,0.3121725460055204,726,0.5329401549404373,False,0.6539536023479477,0.2819230190322744,0.0006410166363391,0.6286104333206659,Stable,Maintenance Mode
Lakshadweep,2025,9,64,199,263,3.109375,3.109375,Coverage Expansion Phase,60,4,0,1.0,0.0,0.0,1.0,,,1.6,,,13.228228245962724,-0.5916147608534452,27,172,0.135678391959799,0.864321608040201,0.6862068965517242,62.44482758620689,,199.0,,0.7286432160804021,,145,-0.5952162727961657,False,0.6849838187945945,0.5829163152703153,,,Stable,Transition Risk
Lakshadweep,2025,10,40,180,220,4.5,4.5,Coverage Expansion Phase,38,2,0,1.0,0.0,0.0,1.0,-37.5,,0.8,,0.0,13.228228245962724,-0.592336605888794,29,151,0.1611111111111111,0.8388888888888889,0.6206896551724138,71.87931034482759,-0.0954773869346733,189.5,13.435028842544405,0.6777777777777778,0.3680136124797795,122,-0.9818524841851282,False,0.6192112095319273,0.4848296279074112,0.0,0.8656184183754839,Routine Monitoring,Transition Risk
Lakshadweep,2025,11,64,244,308,3.8125,3.8125,Fully Saturated – Maintenance Phase,59,4,1,0.984375,0.015625,1.0,0.984375,60.00000000000001,13.856406460551018,1.6,56.0,0.015625,13.228228245962724,-0.5916147608534452,40,204,0.1639344262295081,0.8360655737704918,0.8413793103448276,32.94022988505747,0.3555555555555556,207.66666666666663,32.86842456421259,0.6721311475409836,0.4382400404124852,164,0.3205010699671662,False,0.8407610512588061,0.473940913031995,1.8156946654572e-05,0.6331980187198436,Stable,Maintenance Mode
Lakshadweep,2025,12,31,290,321,9.35483870967742,9.35483870967742,Coverage Expansion Phase,31,0,0,1.0,0.0,0.0,1.0,-51.5625,17.05872210923198,0.0,45.0,-0.015625,13.228228245962724,-0.5926072977770498,35,255,0.1206896551724138,0.8793103448275862,1.0,0.0,0.1885245901639345,238.0,49.14180162210852,0.7586206896551724,0.5469189753727575,220,1.2565676870141278,False,1.0,0.6407235646832535,3.336143501892401e-05,0.6407569261182725,Stable,Transition Risk
Madhya Pradesh,2025,3,542,491134,491676,906.1512915129152,906.1512915129151,Fully Saturated – Maintenance Phase,286,161,95,0.8247232472324724,0.1752767527675277,1.0,0.8247232472324724,,,0.0125927728434116,,,13.228228245962724,-0.5772380138994154,54546,436588,0.1110613396751192,0.8889386603248808,1.0,0.0,,491134.0,,0.7778773206497616,,382042,2.115983733943469,False,1.0,0.6778572099846375,,,Stable,Maintenance Mode
Madhya Pradesh,2025,4,17351,106817,124168,6.156244596853207,6.156244596853207,Coverage Expansion Phase,12077,4146,1128,0.9349893377903292,0.0650106622096709,0.3709029359751751,0.9349893377903292,3101.291512915129,,0.3242834547129473,,-0.1102660905578567,13.228228245962724,-0.0716757972670152,17635,89182,0.1650954436091633,0.8349045563908367,0.2174905422959925,233951.15637178448,-0.7825094577040075,298975.5,271753.1568252704,0.6698091127816733,0.3125982363459168,71547,-1.042828649164291,False,0.2144405392782581,0.4694632027225468,0.2538909670369455,1.508913630481234,Capacity Expansion,Update Infra Gap
Madhya Pradesh,2025,5,10603,161519,172122,15.23333018956899,15.23333018956899,Coverage Expansion Phase,7221,3018,364,0.965670093369801,0.034329906630199,0.1958611515112406,0.965670093369801,-38.89113019422512,8458.740115013188,0.2360558288286722,9498.666666666666,-0.0306807555794719,13.228228245962724,-0.2746345597059132,24753,136766,0.1532513202781097,0.8467486797218903,0.32886951422626,169901.15667686073,0.5121094956795267,253156.66666666663,207901.3842819074,0.6934973594437807,0.3452098017392422,112013,-0.5932171175881165,False,0.3262536352911869,0.5151425819249394,0.1942331880016001,1.3831221346353528,Routine Monitoring,Expansion Phase
Madhya Pradesh,2025,6,18154,129631,147785,7.140630164151151,7.140630164151151,Coverage Expansion Phase,9708,7774,672,0.962983364547758,0.0370166354522419,0.211189646474896,0.962983364547758,71.21569367160238,4147.246355515106,0.6080510315818748,15369.333333333334,0.0026867288220429,13.228228245962724,-0.047524065459304,23467,106164,0.1810292291195779,0.8189707708804221,0.2639422235072302,97642.2350458327,-0.1974256898569208,132655.66666666666,180637.67963961264,0.6379415417608443,0.2792815669797522,82697,-0.8553137963000659,False,0.2610732761514795,0.4080111720305409,0.1687602527572362,1.3156981486362975,Routine Monitoring,Update Infra Gap
Madhya Pradesh,2025,7,63188,211892,275080,3.3533582325758053,3.3533582325758053,Coverage Expansion Phase,34979,26040,2169,0.96567386212572,0.0343261378742799,0.1958396497669444,0.96567386212572,248.0665418089677,28431.968456885523,2.0367441294561384,30648.33333333333,-0.002690497577962,13.228228245962724,1.3069579896197316,40718,171174,0.1921639325694221,0.8078360674305778,0.4314341910761625,95337.49388422168,0.6345781487452846,167680.66666666666,156505.72147784245,0.6156721348611557,0.3134997541965895,130456,-0.1791868868819879,False,0.429218080566666,0.365067821393683,0.1462133606294196,1.0820631014564368,Routine Monitoring,Expansion Phase
Madhya Pradesh,2025,9,132233,279938,412171,2.117005588620087,2.117005588620087,Coverage Expansion Phase,97795,33499,939,0.992898898157041,0.007101101842959,0.0405136547250925,0.992898898157041,109.26916503133506,57459.10345918506,2.620157127213947,71191.66666666667,-0.0272250360313209,13.228228245962724,3.383615925688747,38258,241680,0.1366659760375511,0.8633340239624488,0.5699829374468067,89079.61123712335,0.3211352953391351,207153.66666666663,142091.6324171366,0.7266680479248977,0.4267201248982464,203422,0.3801028333774611,False,0.5683068512020312,0.5791074873544823,0.1327460361382257,1.1435466722906766,Routine Monitoring,Transition Risk
Madhya Pradesh,2025,10,61087,141001,202088,2.308199780640725,2.3081997806407255,Coverage Expansion Phase,48374,11463,1250,0.9795373811121842,0.0204626188878157,0.1167446256546961,0.9795373811121842,-53.80351349511847,40483.28779056035,0.8965897832548276,85502.66666666667,0.0133615170448567,13.228228245962724,1.2437664721502406,16482,124519,0.1168927879944113,0.8831072120055886,0.2870927282574613,150383.27389470083,-0.4963134694110839,210943.66666666663,63806.72020929041,0.7662144240111772,0.3330947128074806,108037,-0.7618604835506032,False,0.2843140150946077,0.6553669900138864,0.0596031333139477,1.4306561082332263,Routine Monitoring,Expansion Phase
Madhya Pradesh,2025,11,102634,256641,359275,2.5005456281544127,2.5005456281544127,Coverage Expansion Phase,83998,16803,1833,0.982140421302882,0.0178595786971179,0.1018935963561885,0.982140421302882,68.01283415456645,35739.81749160637,1.314263118558045,98651.33333333331,-0.0026030401906978,13.228228245962724,2.4933704589683936,31228,225413,0.1216797004375762,0.8783202995624237,0.5225478179071292,107837.3498474958,0.820136027404061,225860.0,62594.86789079971,0.7566405991248476,0.4053543223106233,194185,0.1886180640613458,False,0.5206868428328089,0.6369052446750251,0.0584708794240358,1.174689281266252,Routine Monitoring,Transition Risk
Madhya Pradesh,2025,12,81499,324662,406161,3.983631701002466,3.983631701002466,Coverage Expansion Phase,68311,12162,1026,0.9874108884771592,0.0125891115228407,0.0718241941618915,0.9874108884771592,-20.592591149131867,20774.548442745978,0.9512627535501365,81740.0,-0.0052704671742771,13.228228245962724,1.857695674714376,42513,282149,0.1309454139997905,0.8690545860002095,0.6610456616727818,81609.35813036768,0.2650433874556286,240768.0,77805.23066071245,0.7381091720004189,0.4445255796764806,239636,0.7477023021027881,False,0.6597245124590643,0.6011700508106189,0.0726821757597586,1.0141277141113134,Routine Monitoring,Transition Risk
Maharashtra,2025,3,460,514723,515183,1118.963043478261,1118.963043478261,Coverage Complete – Update Gap,232,130,98,0.7869565217391304,0.2130434782608695,1.0,0.7869565217391304,,,0.0144558663635465,,,13.228228245962724,-0.5797043177701904,33174,481549,0.0644501994276533,0.9355498005723468,0.3393385731671459,340057.6316036872,,514723.0,,0.8710996011446933,,448375,0.1896490594670544,False,0.3367634996958894,0.8576229799709657,,,Stable,Update Infra Gap
Maharashtra,2025,4,10591,35814,46405,3.381550372958172,3.381550372958172,Coverage Expansion Phase,7986,1901,704,0.933528467566802,0.066471532433198,0.3120092338701131,0.933528467566802,2202.391304347826,,0.2113892458238608,,-0.1465719458276715,13.228228245962724,-0.2749954822235876,3473,32341,0.09697325068409,0.90302674931591,0.0236108968501663,268769.1638404,-0.9304208282901676,275268.5,338639.8014712683,0.80605349863182,0.3561268009217149,28868,-0.8147446130247539,False,0.0198052051977895,0.7321909197300446,0.3163842778373107,2.0287699923695657,Capacity Expansion,Update Infra Gap
Maharashtra,2025,5,9849,54523,64372,5.53589196872779,5.53589196872779,Coverage Expansion Phase,6706,2352,791,0.9196872778962332,0.0803127221037668,0.3769780833442118,0.9196872778962332,-7.005948446794452,5647.138596965133,0.2615399822081645,6966.666666666667,0.0138411896705688,13.228228245962724,-0.297312524566454,6008,48515,0.1101920290519597,0.8898079709480403,0.0359450753605187,194437.0242341215,0.5223934774110683,201686.66666666663,271258.7623659987,0.7796159418960805,0.3222754653646126,42507,-0.7755070935405738,False,0.032187458886413,0.6812098911827348,0.2534290460246902,1.902451478321012,Capacity Expansion,Update Infra Gap
Maharashtra,2025,6,10649,66481,77130,6.242933608789557,6.242933608789557,Coverage Expansion Phase,6521,3518,610,0.9427176260681754,0.0572823739318245,0.268876449067748,0.9427176260681754,8.122652045892975,446.0807101859441,0.3911979835919739,10363.0,-0.0230303481719422,13.228228245962724,-0.2732510233881614,7944,58537,0.119492787412945,0.880507212587055,0.0438285595994836,49981.63098024272,0.2193202868514205,52272.66666666666,231569.32838407165,0.7610144251741099,0.3005959181258663,50593,-0.7504281337890196,False,0.0401016707421273,0.6453395396027773,0.2163465440326942,1.8215844128933445,Capacity Expansion,Update Infra Gap
Maharashtra,2025,7,54767,95235,150002,1.7389121186115726,1.7389121186115726,Coverage Expansion Phase,34468,18536,1763,0.9678090821114904,0.0321909178885095,0.151100226823616,0.9678090821114904,414.29242182364544,25705.59163554368,2.0611841454976774,25088.33333333333,-0.025091456043315,13.228228245962724,1.053680612841729,11198,84037,0.1175828214416968,0.8824171785583032,0.0627850494646113,67554.14122960731,0.432514553030189,72079.66666666667,203159.7330949221,0.7648343571166063,0.3005469203486994,72839,-0.6901237008824977,False,0.0591320477030914,0.652705729351542,0.1898029839914649,1.7833766656399157,Capacity Expansion,Expansion Phase
Maharashtra,2025,9,102094,311814,413908,3.0541853585911025,3.0541853585911025,Coverage Expansion Phase,73648,27694,752,0.9926342390346152,0.0073657609653848,0.0345739800416023,0.9926342390346152,86.41517702265963,45731.88325810925,3.079544331323515,55836.66666666666,-0.0248251569231246,13.228228245962724,2.477128945673046,34546,277268,0.1107904071016695,0.8892095928983305,0.2055678838006858,125395.81332795374,2.2741534099858245,157843.33333333334,192883.29875134345,0.7784191857966608,0.3538583560481522,242722,-0.2359025916642468,False,0.2024714095946072,0.6789021190433296,0.1802015395065196,1.656632248955242,Capacity Expansion,Expansion Phase
Maharashtra,2025,10,49377,540244,589621,10.941207444761732,10.941207444761732,Coverage Expansion Phase,39721,8744,912,0.981529862081536,0.018470137918464,0.0866965657397292,0.981529862081536,-51.63574744842988,29005.686563155155,0.9723238114065434,68746.0,0.0111043769530792,13.228228245962724,0.8915662486529828,20163,520081,0.0373220248628397,0.9626779751371602,0.3561636610800597,203300.5523348289,0.7325841687672778,315764.3333333333,201821.4700122363,0.9253559502743204,0.5014851136755784,499918,0.2431730711595961,False,0.35365416709593,0.9622485515205134,0.1885526224102917,1.7971470068348752,Capacity Expansion,Expansion Phase
Maharashtra,2025,11,70867,1516842,1587709,21.404066772969085,21.404066772969085,Coverage Expansion Phase,57257,11857,1753,0.975263521808458,0.0247364781915419,0.1161099996745844,0.975263521808458,43.52228770480182,26507.947606959933,1.318486211327469,74112.66666666667,0.0062663402730778,13.228228245962724,1.5379183240548675,41764,1475078,0.02753352030073,0.97246647969927,1.0,0.0,1.8076980031245145,789633.3333333334,564365.032165796,0.9449329593985398,0.8424277120752653,1433314,2.2913468406401343,False,1.0,1.0,0.5272831362257961,1.527283136225796,Capacity Expansion,Transition Risk
Maharashtra,2025,12,54074,682985,737059,12.630561822687428,12.630561822687428,Coverage Expansion Phase,47151,6204,719,0.9867034064430226,0.0132965935569774,0.0624125820021391,0.9867034064430226,-23.69650189792146,11298.132279275182,0.6898784224572502,58106.0,-0.0114398846345644,13.228228245962724,1.0328373374460331,45948,637037,0.0672752695886439,0.932724730411356,0.4502677272913065,502101.8194043942,-0.5497322727086935,913357.0,538266.4601676076,0.865449460822712,0.5992504416458678,591089,0.5425371616343068,False,0.4481250246387059,0.8467274964007371,0.5028988038981603,1.901501275660192,Capacity Expansion,Expansion Phase
Manipur,2025,9,3385,20608,23993,6.088035450516987,6.088035450516987,Coverage Expansion Phase,1361,1992,32,0.9905465288035452,0.0094534711964549,0.0500174566939707,0.9905465288035452,108.17958179581797,1407.132663729093,2.0184927169094364,1871.3333333333333,0.0014583912456554,13.228228245962724,-0.4917294540870581,3135,17473,0.1521253881987577,0.8478746118012422,0.1816178868237139,18188.54246534296,-0.1356429829712272,22225.0,2286.7833303572947,0.6957492236024845,0.2333456892948427,14338,-0.6818771994942585,False,0.1784280622276364,0.5194849783160683,0.0021240273408234,1.3431809434292554,Routine Monitoring,Expansion Phase
Manipur,2025,10,2434,41195,43629,16.92481511914544,16.92481511914544,Coverage Expansion Phase,1003,1384,47,0.9806902218570256,0.0193097781429745,0.1021662807201016,0.9806902218570256,-28.09453471196455,880.4682466354668,1.4024065864471185,2481.6666666666665,0.0098563069465195,13.228228245962724,-0.5203325636127535,5040,36155,0.1223449447748513,0.8776550552251486,0.3630507010725396,18183.84090221412,0.9989809782608696,28548.33333333333,11071.057868755512,0.7553101104502974,0.3350796537638447,31115,-0.1433782541816079,False,0.360568050844167,0.6343395884845867,0.0103313219627805,1.2841028596032,Routine Monitoring,Expansion Phase
Manipur,2025,11,2758,113469,116227,41.141769398114576,41.141769398114576,Coverage Expansion Phase,1265,1442,51,0.9815083393763596,0.0184916606236403,0.0978376952996242,0.9815083393763596,13.311421528348388,483.4780243196167,1.4611779607346422,2859.0,-0.0008181175193342,13.228228245962724,-0.510587655635545,14641,98828,0.1290308366161683,0.8709691633838317,1.0,0.0,1.75443621798762,58424.0,43411.8891741268,0.7419383267676635,0.549700642338988,84187,1.7471095669446612,False,1.0,0.6085540254514018,0.0405479015655619,0.6491019270169638,Stable,Transition Risk
